pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
1429130847,Wave 5,female,32,Partner,Degree,2,Owner,South East
1429130851,Wave 5,male,38,Partner,Degree,Highest 25%,Owner,South East
1429131531,Wave 5,female,70,Partner,No degree,Lowest 25%,Owner,South East
1429131527,Wave 5,male,67,Partner,Degree,Highest 25%,Owner,South East
1429132887,Wave 5,female,76,No partner,No degree,Lowest 25%,Owner,South East
1429134251,Wave 5,male,59,Partner,No degree,Highest 25%,Owner,South East
1429134247,Wave 5,female,55,Partner,Degree,Highest 25%,Owner,South East
1429137647,Wave 5,female,65,No partner,Degree,2,Owner,South East
1429137651,Wave 5,male,35,No partner,Degree,Highest 25%,Not owner,South East
1429139011,Wave 5,male,58,Partner,Degree,Highest 25%,Owner,South East
1429139007,Wave 5,female,56,Partner,Degree,Highest 25%,Owner,South East
1429139015,Wave 5,female,21,No partner,No degree,3,Not owner,South East
1429139687,Wave 5,male,45,No partner,Degree,Highest 25%,Owner,South East
1429141047,Wave 5,female,42,Partner,Degree,Lowest 25%,Owner,South East
1429141051,Wave 5,male,43,Partner,No degree,Highest 25%,Owner,South East
1429141055,Wave 5,female,21,No partner,No degree,2,Not owner,South East
1429141727,Wave 5,female,80,No partner,Degree,3,Owner,South East
1429142407,Wave 5,male,32,Partner,No degree,Highest 25%,Owner,South East
1429142411,Wave 5,female,30,Partner,Degree,Highest 25%,Owner,South East
1429143087,Wave 5,female,81,Partner,No degree,2,Owner,South East
1429143091,Wave 5,male,83,Partner,No degree,3,Owner,South East
1429144447,Wave 5,female,29,No partner,No degree,3,Not owner,South East
1429145135,Wave 5,female,25,No partner,No degree,3,Not owner,South East
1429145807,Wave 5,male,28,Partner,No degree,3,Owner,South East
1429145811,Wave 5,female,27,Partner,Degree,3,Owner,South East
1429147167,Wave 5,female,54,No partner,Degree,Highest 25%,Owner,South East
1433223248,Wave 5,male,21,No partner,Degree,3,Not owner,South East
1429147171,Wave 5,male,22,No partner,Degree,3,Not owner,South East
1433223168,Wave 5,male,23,No partner,Degree,3,Not owner,South East
1429149891,Wave 5,female,37,Partner,Degree,Lowest 25%,Owner,South East
1429149887,Wave 5,male,43,Partner,Degree,Highest 25%,Owner,South East
1429151247,Wave 5,female,62,Partner,Degree,Highest 25%,Owner,South East
1429151251,Wave 5,female,60,Partner,Degree,3,Owner,South East
1429151927,Wave 5,female,35,Partner,No degree,Lowest 25%,Owner,South East
1429151931,Wave 5,male,36,Partner,No degree,Highest 25%,Owner,South East
1429158055,Wave 5,female,20,No partner,No degree,Lowest 25%,Not owner,South East
1429158047,Wave 5,male,53,Partner,Degree,Highest 25%,Owner,South East
1429158051,Wave 5,female,45,Partner,Degree,Highest 25%,Owner,South East
1429158727,Wave 5,female,53,Partner,Degree,Lowest 25%,Owner,South East
1429158731,Wave 5,male,50,Partner,Degree,Highest 25%,Owner,South East
1429159407,Wave 5,female,54,Partner,Degree,Highest 25%,Owner,South East
1429159411,Wave 5,male,52,Partner,Degree,Highest 25%,Owner,South East
1429163487,Wave 5,female,67,No partner,Degree,3,Owner,South East
1429165531,Wave 5,male,40,Partner,Degree,Highest 25%,Owner,South East
1429165527,Wave 5,female,40,Partner,Degree,Highest 25%,Owner,South East
1429166207,Wave 5,male,65,Partner,Degree,Highest 25%,Owner,West Midlands
1429166891,Wave 5,female,35,Partner,Degree,Highest 25%,Owner,South East
1429166887,Wave 5,male,35,Partner,Degree,Highest 25%,Owner,South East
1429168931,Wave 5,female,47,Partner,No degree,3,Owner,South East
1429168927,Wave 5,male,48,Partner,Degree,Highest 25%,Owner,South East
1433984082,Wave 5,female,38,Partner,Degree,Highest 25%,Owner,London
1429170287,Wave 5,male,39,Partner,Degree,Highest 25%,Owner,London
1429172331,Wave 5,male,35,Partner,Degree,Highest 25%,Owner,South East
1429172327,Wave 5,female,33,Partner,Degree,Highest 25%,Owner,South East
1429173691,Wave 5,male,52,Partner,Degree,Highest 25%,Owner,South East
1429173687,Wave 5,female,53,Partner,Degree,3,Owner,South East
1429173695,Wave 5,male,24,No partner,Degree,3,Not owner,South East
1429173699,Wave 5,female,20,No partner,No degree,Lowest 25%,Not owner,East of England
1429175727,Wave 5,male,30,No partner,Degree,2,Not owner,Wales
1429179131,Wave 5,female,16,No partner,No degree,Lowest 25%,Missing,Wales
1429181847,Wave 5,female,68,No partner,No degree,3,Not owner,Wales
1429182527,Wave 5,female,34,No partner,No degree,2,Owner,Wales
1434079282,Wave 5,female,53,Partner,No degree,2,Not owner,Wales
1429185927,Wave 5,male,46,Partner,No degree,Highest 25%,Not owner,Wales
1429186611,Wave 5,male,33,Partner,No degree,Highest 25%,Owner,Wales
1429186607,Wave 5,female,35,Partner,Degree,Highest 25%,Owner,Wales
1429190007,Wave 5,male,49,No partner,No degree,3,Owner,Wales
1429190011,Wave 5,female,49,No partner,No degree,Lowest 25%,Owner,Wales
1429190687,Wave 5,female,48,No partner,Degree,Highest 25%,Not owner,Wales
1429193411,Wave 5,male,36,Partner,No degree,2,Not owner,Wales
1429193407,Wave 5,female,31,Partner,Degree,2,Not owner,Wales
1429200887,Wave 5,male,36,No partner,No degree,Highest 25%,Owner,Wales
1429200891,Wave 5,female,32,No partner,No degree,Highest 25%,Owner,Wales
1429204287,Wave 5,female,74,No partner,No degree,Lowest 25%,Owner,Wales
1429204967,Wave 5,male,69,Partner,No degree,3,Owner,Wales
1429204971,Wave 5,female,66,Partner,No degree,Lowest 25%,Owner,Wales
1429206327,Wave 5,female,49,Partner,No degree,Lowest 25%,Owner,Wales
1429206331,Wave 5,male,56,Partner,No degree,2,Owner,Wales
1429206339,Wave 5,male,21,No partner,Degree,3,Not owner,Wales
1429207687,Wave 5,male,72,Partner,Degree,Highest 25%,Owner,Wales
1429207691,Wave 5,female,71,Partner,Degree,Lowest 25%,Owner,Wales
1429213131,Wave 5,female,32,Partner,Degree,3,Owner,Wales
1429213127,Wave 5,male,35,Partner,Degree,Highest 25%,Owner,Wales
1429217207,Wave 5,female,68,No partner,No degree,2,Owner,Wales
1429218567,Wave 5,female,30,Partner,Degree,2,Not owner,Wales
1429219247,Wave 5,male,71,Partner,Degree,Highest 25%,Owner,Wales
1429219251,Wave 5,female,71,Partner,Degree,Lowest 25%,Owner,Wales
1429222647,Wave 5,female,54,No partner,No degree,3,Owner,Wales
1429226047,Wave 5,female,36,No partner,No degree,2,Not owner,Wales
1429228087,Wave 5,female,69,Partner,Degree,3,Owner,Wales
1429228767,Wave 5,male,53,Partner,Degree,3,Owner,Wales
1429228771,Wave 5,female,49,Partner,Degree,Highest 25%,Owner,Wales
1429230811,Wave 5,male,43,Partner,No degree,Highest 25%,Owner,Wales
1429230807,Wave 5,female,39,Partner,Degree,Highest 25%,Owner,Wales
1429231495,Wave 5,male,18,No partner,No degree,Lowest 25%,Not owner,Wales
1429231487,Wave 5,female,49,No partner,No degree,2,Not owner,Wales
1429234207,Wave 5,female,40,No partner,Degree,Highest 25%,Owner,Wales
1429238287,Wave 5,female,45,No partner,No degree,Lowest 25%,Not owner,Wales
1429238291,Wave 5,male,44,No partner,No degree,3,Not owner,Wales
1429238295,Wave 5,male,19,No partner,No degree,Lowest 25%,Owner,Wales
1429239647,Wave 5,female,43,No partner,No degree,3,Not owner,Wales
1429239655,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,Wales
1429241007,Wave 5,male,51,No partner,Degree,Highest 25%,Owner,Wales
1429241691,Wave 5,female,76,No partner,Degree,Highest 25%,Owner,Wales
1429243051,Wave 5,female,32,Partner,Degree,Lowest 25%,Owner,South West
1429243047,Wave 5,male,32,Partner,Degree,Highest 25%,Owner,South West
1429243727,Wave 5,female,60,Partner,Degree,2,Owner,Wales
1429243731,Wave 5,male,65,Partner,Degree,Highest 25%,Owner,Wales
1429245087,Wave 5,female,27,No partner,No degree,2,Not owner,Wales
1429249851,Wave 5,female,68,Partner,No degree,3,Owner,Scotland
1429249847,Wave 5,male,73,Partner,No degree,3,Owner,Scotland
1429254607,Wave 5,female,45,No partner,Degree,Lowest 25%,Owner,Scotland
1429254611,Wave 5,male,55,No partner,No degree,3,Owner,Scotland
1429255287,Wave 5,female,79,No partner,No degree,2,Owner,Scotland
1429256647,Wave 5,female,32,Partner,Degree,3,Not owner,Scotland
1429256651,Wave 5,male,42,Partner,No degree,Lowest 25%,Not owner,Scotland
1429258007,Wave 5,male,62,Partner,Degree,Highest 25%,Owner,Scotland
1429258011,Wave 5,female,57,Partner,No degree,2,Owner,Scotland
1429258691,Wave 5,male,74,Partner,No degree,Lowest 25%,Owner,Scotland
1429258687,Wave 5,female,71,Partner,No degree,2,Owner,Scotland
1429270931,Wave 5,male,44,Partner,No degree,3,Owner,Scotland
1429270927,Wave 5,female,40,Partner,Degree,2,Owner,Scotland
1429277051,Wave 5,female,71,Partner,No degree,Lowest 25%,Owner,Scotland
1429277047,Wave 5,male,77,Partner,Degree,3,Owner,Scotland
1429279087,Wave 5,female,51,No partner,No degree,2,Not owner,Scotland
1429279767,Wave 5,female,46,No partner,Degree,2,Owner,Scotland
1429279771,Wave 5,male,47,No partner,No degree,Highest 25%,Owner,Scotland
1429281811,Wave 5,male,56,Partner,No degree,3,Not owner,Scotland
1429281807,Wave 5,female,45,Partner,No degree,3,Not owner,Scotland
1429281815,Wave 5,female,19,No partner,No degree,2,Not owner,Scotland
1429282487,Wave 5,female,59,No partner,No degree,2,Not owner,Scotland
1429283171,Wave 5,male,46,No partner,No degree,Lowest 25%,Not owner,Scotland
1429283167,Wave 5,female,66,No partner,No degree,2,Not owner,Scotland
1429283851,Wave 5,female,41,No partner,No degree,3,Owner,Scotland
1429283847,Wave 5,male,40,No partner,No degree,3,Owner,Scotland
1429285211,Wave 5,female,56,No partner,No degree,2,Not owner,Scotland
1429285207,Wave 5,female,86,No partner,No degree,2,Owner,Scotland
1429285887,Wave 5,female,30,No partner,Degree,2,Not owner,Scotland
1429289971,Wave 5,female,54,Partner,Degree,Lowest 25%,Owner,Scotland
1429293367,Wave 5,male,74,No partner,No degree,3,Owner,Scotland
1429294047,Wave 5,female,62,No partner,Degree,2,Owner,Scotland
1429294735,Wave 5,male,33,No partner,Degree,Lowest 25%,Not owner,Scotland
1429294727,Wave 5,male,65,Partner,Degree,Highest 25%,Not owner,Scotland
1429294731,Wave 5,female,61,Partner,No degree,2,Not owner,Scotland
1429297451,Wave 5,male,47,No partner,Degree,Highest 25%,Owner,Scotland
1429297447,Wave 5,female,51,No partner,Degree,Lowest 25%,Owner,Scotland
1429299487,Wave 5,female,45,No partner,Degree,Highest 25%,Owner,Scotland
1429299495,Wave 5,male,19,No partner,No degree,2,Not owner,Scotland
1429304935,Wave 5,female,19,No partner,No degree,2,Not owner,Scotland
1429304931,Wave 5,female,50,Partner,No degree,3,Not owner,Scotland
1429304927,Wave 5,male,44,Partner,No degree,Highest 25%,Not owner,Scotland
1429306291,Wave 5,male,43,No partner,No degree,Lowest 25%,Not owner,Scotland
1429306287,Wave 5,female,29,No partner,No degree,2,Not owner,Scotland
1429307647,Wave 5,female,41,No partner,No degree,2,Not owner,Scotland
1429307651,Wave 5,male,60,No partner,No degree,Lowest 25%,Not owner,Scotland
1434691362,Wave 5,male,39,No partner,No degree,3,Not owner,Scotland
1429313771,Wave 5,female,41,Partner,Degree,Highest 25%,Owner,Scotland
1429313767,Wave 5,male,41,Partner,Degree,Highest 25%,Owner,Scotland
1429317171,Wave 5,female,33,Partner,Degree,Lowest 25%,Owner,Scotland
1429317167,Wave 5,male,40,Partner,Degree,Highest 25%,Owner,Scotland
1429320567,Wave 5,female,49,Partner,No degree,Lowest 25%,Owner,Scotland
1429320571,Wave 5,male,62,Partner,No degree,3,Owner,Scotland
1429321931,Wave 5,female,42,Partner,No degree,2,Owner,Scotland
1429321927,Wave 5,male,41,Partner,No degree,Highest 25%,Owner,Scotland
1429325327,Wave 5,female,70,No partner,No degree,2,Not owner,Scotland
1429330771,Wave 5,male,54,Partner,No degree,Lowest 25%,Owner,Scotland
1429330767,Wave 5,female,53,Partner,No degree,Highest 25%,Owner,Scotland
1429333495,Wave 5,female,24,No partner,Degree,2,Not owner,Scotland
1429333491,Wave 5,male,51,Partner,No degree,3,Owner,Scotland
1429333487,Wave 5,female,48,Partner,No degree,3,Owner,Scotland
1429333499,Wave 5,female,18,No partner,No degree,Lowest 25%,Not owner,Scotland
1429337567,Wave 5,female,47,No partner,Degree,Highest 25%,Owner,Scotland
1429339611,Wave 5,female,65,Partner,Degree,3,Owner,Scotland
1429339607,Wave 5,male,64,Partner,Degree,3,Owner,Scotland
1429340291,Wave 5,female,60,Partner,No degree,2,Owner,Scotland
1429340287,Wave 5,male,70,Partner,Degree,Highest 25%,Owner,Scotland
1429342339,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,Scotland
1429342335,Wave 5,female,20,No partner,No degree,Lowest 25%,Not owner,Scotland
1429342327,Wave 5,female,49,Partner,Degree,3,Owner,Scotland
1429342331,Wave 5,male,48,Partner,No degree,2,Owner,Scotland
1429343007,Wave 5,female,66,Partner,No degree,2,Owner,Scotland
1429343011,Wave 5,male,65,Partner,No degree,2,Owner,Scotland
1429343015,Wave 5,female,32,No partner,Degree,3,Owner,Scotland
1429346407,Wave 5,male,89,No partner,Degree,3,Not owner,Scotland
1429353207,Wave 5,male,51,No partner,No degree,Highest 25%,Owner,Scotland
1429357287,Wave 5,female,54,No partner,Degree,Highest 25%,Owner,Scotland
1429357983,Wave 5,male,18,No partner,No degree,2,Not owner,Scotland
1429357979,Wave 5,male,21,No partner,No degree,2,Not owner,Scotland
1429357967,Wave 5,male,57,Partner,No degree,3,Owner,Scotland
1429357971,Wave 5,female,56,Partner,No degree,3,Owner,Scotland
1429357987,Wave 5,male,30,Partner,Degree,Highest 25%,Owner,Scotland
1429357975,Wave 5,female,29,Partner,Degree,3,Owner,Scotland
1429362051,Wave 5,female,40,Partner,Degree,Highest 25%,Owner,Scotland
1429362047,Wave 5,male,40,Partner,Degree,Highest 25%,Owner,Scotland
1429362727,Wave 5,female,69,No partner,Degree,Highest 25%,Owner,Scotland
1429364087,Wave 5,female,65,No partner,Degree,Highest 25%,Owner,Scotland
1429372247,Wave 5,female,53,No partner,Degree,Highest 25%,Owner,London
1429379047,Wave 5,male,60,Partner,Degree,3,Owner,London
1429379051,Wave 5,female,47,Partner,Degree,Lowest 25%,Owner,London
1429381087,Wave 5,male,38,Partner,Degree,Highest 25%,Owner,London
1429381091,Wave 5,female,35,Partner,Degree,Highest 25%,Owner,London
1429393331,Wave 5,female,40,Partner,No degree,2,Missing,London
1429393327,Wave 5,male,48,Partner,No degree,Highest 25%,Missing,London
1429480367,Wave 5,male,68,Partner,No degree,2,Owner,West Midlands
1429480371,Wave 5,female,65,Partner,No degree,Lowest 25%,Owner,West Midlands
1434154128,Wave 5,male,34,No partner,No degree,Lowest 25%,Not owner,West Midlands
1429481047,Wave 5,male,54,Partner,No degree,Highest 25%,Owner,West Midlands
1429481051,Wave 5,female,57,Partner,No degree,Lowest 25%,Owner,West Midlands
1429485131,Wave 5,male,35,Partner,No degree,3,Owner,West Midlands
1429485127,Wave 5,female,43,Partner,No degree,Lowest 25%,Owner,West Midlands
1429488527,Wave 5,female,77,No partner,No degree,Lowest 25%,Owner,West Midlands
1429502827,Wave 5,male,30,No partner,No degree,2,Not owner,North West
1429502807,Wave 5,female,23,Partner,Degree,Lowest 25%,Owner,Yorkshire and the Humber
1429544991,Wave 5,male,22,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429544967,Wave 5,female,60,No partner,No degree,2,Owner,Yorkshire and the Humber
1429544979,Wave 5,female,24,No partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429544987,Wave 5,female,29,No partner,Degree,2,Owner,Yorkshire and the Humber
1429544983,Wave 5,male,28,No partner,Degree,Lowest 25%,Owner,Yorkshire and the Humber
1429544971,Wave 5,female,29,No partner,No degree,3,Not owner,Yorkshire and the Humber
1429545659,Wave 5,female,46,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1429545655,Wave 5,male,52,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1429545663,Wave 5,female,18,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429545647,Wave 5,male,22,No partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429550407,Wave 5,male,83,No partner,No degree,2,Owner,Yorkshire and the Humber
1429560611,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429560607,Wave 5,female,42,No partner,No degree,2,Owner,Yorkshire and the Humber
1429561295,Wave 5,female,70,No partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1429561291,Wave 5,female,29,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1429561287,Wave 5,male,36,Partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
1429568087,Wave 5,male,48,Partner,Degree,Highest 25%,Owner,South West
1429568091,Wave 5,female,46,Partner,Degree,Highest 25%,Owner,South West
1429583051,Wave 5,male,44,Partner,No degree,Highest 25%,Owner,South West
1429583047,Wave 5,female,39,Partner,No degree,2,Owner,South West
1429583055,Wave 5,male,19,No partner,No degree,2,Not owner,South West
1429583059,Wave 5,female,18,No partner,No degree,Lowest 25%,Not owner,South West
1429588487,Wave 5,male,68,No partner,No degree,3,Not owner,South West
1429597327,Wave 5,female,44,Partner,No degree,Highest 25%,Owner,South West
1429597331,Wave 5,male,41,Partner,No degree,3,Owner,South West
1435140122,Wave 5,female,19,No partner,No degree,Lowest 25%,Not owner,London
1429600727,Wave 5,male,45,No partner,Degree,Highest 25%,Owner,London
1429621127,Wave 5,female,37,Partner,No degree,3,Owner,West Midlands
1429622487,Wave 5,male,67,Partner,No degree,3,Owner,West Midlands
1429622491,Wave 5,female,46,Partner,No degree,Lowest 25%,Owner,West Midlands
1429622495,Wave 5,female,18,No partner,No degree,Lowest 25%,Not owner,West Midlands
1429633371,Wave 5,female,50,Partner,Degree,3,Owner,West Midlands
1429634051,Wave 5,female,39,Partner,Degree,Highest 25%,Owner,West Midlands
1429634055,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,West Midlands
1429634047,Wave 5,male,43,Partner,Degree,3,Owner,West Midlands
1429634731,Wave 5,female,42,Partner,Degree,3,Not owner,West Midlands
1429634727,Wave 5,male,45,Partner,Degree,3,Not owner,West Midlands
1429635407,Wave 5,male,36,Partner,Degree,3,Owner,West Midlands
1429640167,Wave 5,female,27,Partner,Degree,2,Not owner,West Midlands
1434385288,Wave 5,female,38,Partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429644927,Wave 5,male,41,Partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
1429650367,Wave 5,female,36,Partner,No degree,2,Not owner,London
1429650371,Wave 5,male,42,Partner,No degree,2,Not owner,London
1429692531,Wave 5,female,35,Partner,Degree,Lowest 25%,Not owner,London
1429692527,Wave 5,male,45,Partner,No degree,Highest 25%,Not owner,London
1435357762,Wave 5,female,20,No partner,No degree,Lowest 25%,Not owner,London
1429709527,Wave 5,female,44,No partner,No degree,3,Not owner,London
1429709535,Wave 5,male,25,No partner,No degree,Lowest 25%,Not owner,London
1435357802,Wave 5,female,22,No partner,No degree,Lowest 25%,Not owner,London
1429714287,Wave 5,male,37,No partner,No degree,2,Not owner,South East
1429729251,Wave 5,female,16,No partner,No degree,Lowest 25%,Not owner,London
1429729255,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,London
1429729247,Wave 5,female,46,No partner,No degree,3,Not owner,London
1429739447,Wave 5,female,32,Partner,No degree,Lowest 25%,Owner,London
1429739451,Wave 5,male,35,Partner,Degree,Lowest 25%,Not owner,London
1429739455,Wave 5,female,31,Partner,No degree,3,Not owner,London
1429739459,Wave 5,male,32,Partner,No degree,2,Not owner,London
1429742171,Wave 5,female,35,Partner,No degree,3,Not owner,London
1429742167,Wave 5,male,42,Partner,Degree,Lowest 25%,Not owner,London
1429748967,Wave 5,male,47,No partner,No degree,Lowest 25%,Not owner,London
1435704564,Wave 5,female,24,No partner,Degree,Lowest 25%,Not owner,London
1429749647,Wave 5,female,23,No partner,No degree,Lowest 25%,Not owner,London
1429749651,Wave 5,female,47,Partner,No degree,Lowest 25%,Not owner,London
1429749659,Wave 5,male,55,Partner,No degree,3,Not owner,London
1429764611,Wave 5,male,38,Partner,Degree,Highest 25%,Owner,London
1429764607,Wave 5,female,31,Partner,Degree,Lowest 25%,Owner,London
1429777527,Wave 5,female,46,Partner,Degree,Highest 25%,Not owner,London
1429777531,Wave 5,male,48,Partner,Degree,Lowest 25%,Not owner,London
1429785695,Wave 5,female,17,No partner,Degree,2,Not owner,London
1429785691,Wave 5,female,50,Partner,Degree,Highest 25%,Owner,London
1429785687,Wave 5,male,52,Partner,Degree,Highest 25%,Owner,London
1429787051,Wave 5,male,58,Partner,Degree,Highest 25%,Owner,London
1429787047,Wave 5,female,39,Partner,Degree,3,Owner,London
1429789767,Wave 5,female,32,No partner,No degree,3,Not owner,London
1429842807,Wave 5,female,36,Partner,Degree,Highest 25%,Owner,London
1429842811,Wave 5,male,36,Partner,Degree,Highest 25%,Owner,London
1429846207,Wave 5,female,40,No partner,Degree,3,Owner,London
1429868647,Wave 5,male,70,Partner,Degree,2,Not owner,London
1435806484,Wave 5,female,67,Partner,Degree,Lowest 25%,Not owner,London
1429879527,Wave 5,male,47,Partner,Degree,Highest 25%,Owner,London
1429881567,Wave 5,male,45,No partner,No degree,2,Not owner,London
1435568482,Wave 5,female,38,Partner,Degree,3,Owner,London
1429884967,Wave 5,male,47,Partner,Degree,Lowest 25%,Owner,London
1429896527,Wave 5,female,34,No partner,Degree,3,Not owner,London
1429940047,Wave 5,female,22,No partner,Degree,3,Not owner,North West
1429960463,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429960447,Wave 5,male,60,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429960459,Wave 5,male,20,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429960455,Wave 5,female,24,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429960451,Wave 5,female,54,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429962487,Wave 5,female,32,Partner,No degree,2,Not owner,Yorkshire and the Humber
1429962503,Wave 5,male,32,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1429963167,Wave 5,female,37,Partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
1430014167,Wave 5,female,54,No partner,Degree,Highest 25%,Owner,South East
1430035927,Wave 5,female,51,Partner,No degree,Lowest 25%,Owner,South East
1430035931,Wave 5,male,55,Partner,No degree,Highest 25%,Owner,South East
1430043407,Wave 5,male,48,No partner,Degree,Highest 25%,Owner,South East
1430043411,Wave 5,female,49,No partner,Degree,Lowest 25%,Owner,South East
1430044087,Wave 5,female,68,Partner,No degree,2,Owner,South East
1430044095,Wave 5,male,71,Partner,Degree,Lowest 25%,Owner,South East
1430050211,Wave 5,female,32,Partner,No degree,2,Not owner,South East
1430050207,Wave 5,male,29,Partner,Degree,Highest 25%,Not owner,South East
1430065235,Wave 5,female,40,No partner,No degree,Highest 25%,Not owner,London
1430070607,Wave 5,female,42,No partner,No degree,Highest 25%,Not owner,London
1434759368,Wave 5,male,39,No partner,No degree,2,Not owner,London
1430076051,Wave 5,male,35,Partner,Degree,3,Not owner,Yorkshire and the Humber
1430087607,Wave 5,male,47,No partner,No degree,Lowest 25%,Not owner,East Midlands
1430094407,Wave 5,female,53,No partner,No degree,2,Not owner,East Midlands
1436085964,Wave 5,female,30,No partner,No degree,3,Not owner,East Midlands
1430094411,Wave 5,male,29,No partner,No degree,Lowest 25%,Not owner,East Midlands
1430103935,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,London
1430103931,Wave 5,male,19,No partner,Degree,Lowest 25%,Not owner,London
1430103927,Wave 5,female,52,No partner,No degree,3,Not owner,London
1430105287,Wave 5,male,34,Partner,Degree,Highest 25%,Owner,London
1430105291,Wave 5,female,34,Partner,Degree,2,Owner,London
1430139967,Wave 5,male,39,No partner,Degree,Highest 25%,Not owner,London
1430141335,Wave 5,male,18,No partner,No degree,Lowest 25%,Not owner,London
1430141339,Wave 5,female,17,No partner,No degree,3,Not owner,London
1430141331,Wave 5,female,19,No partner,No degree,Lowest 25%,Not owner,London
1430141327,Wave 5,female,44,No partner,No degree,2,Not owner,London
1430143367,Wave 5,female,48,Partner,Degree,3,Not owner,London
1430222927,Wave 5,female,45,Partner,Degree,Highest 25%,Owner,London
1430231771,Wave 5,male,40,Partner,Degree,3,Owner,London
1430231767,Wave 5,female,38,Partner,Degree,Highest 25%,Owner,London
1430235847,Wave 5,female,47,No partner,Degree,Lowest 25%,Not owner,London
1430237899,Wave 5,male,27,No partner,Degree,Highest 25%,Not owner,London
1430237895,Wave 5,male,28,No partner,Degree,Lowest 25%,Not owner,London
1430237887,Wave 5,female,29,Partner,Degree,Lowest 25%,Not owner,London
1430237891,Wave 5,male,38,Partner,No degree,2,Not owner,London
1434888648,Wave 5,male,38,No partner,No degree,3,Not owner,London
1430245367,Wave 5,female,38,No partner,No degree,3,Not owner,London
1430245371,Wave 5,male,22,No partner,No degree,Lowest 25%,Not owner,London
1430268487,Wave 5,male,69,Partner,Degree,3,Owner,South East
1430268491,Wave 5,female,71,Partner,Degree,3,Owner,South East
1430286171,Wave 5,male,47,Partner,Degree,Highest 25%,Owner,London
1430286167,Wave 5,female,46,Partner,Degree,Lowest 25%,Owner,London
1430297047,Wave 5,female,79,No partner,No degree,2,Not owner,London
1430297115,Wave 5,male,42,Partner,No degree,Lowest 25%,Not owner,London
1436296084,Wave 5,female,31,Partner,Degree,Lowest 25%,Not owner,London
1430297187,Wave 5,female,21,No partner,No degree,Lowest 25%,Not owner,London
1430297183,Wave 5,female,56,No partner,Degree,3,Owner,London
1430297191,Wave 5,male,17,No partner,No degree,Lowest 25%,Not owner,London
1430307247,Wave 5,male,46,No partner,No degree,Lowest 25%,Not owner,London
1430315407,Wave 5,male,27,No partner,No degree,2,Not owner,London
1430362327,Wave 5,male,69,No partner,No degree,2,Owner,London
1430365731,Wave 5,female,52,Partner,Degree,Highest 25%,Not owner,London
1430365727,Wave 5,male,58,Partner,Degree,Highest 25%,Not owner,London
1430365735,Wave 5,male,18,No partner,No degree,Lowest 25%,Not owner,London
1430384767,Wave 5,male,59,No partner,No degree,2,Not owner,South East
1430398371,Wave 5,male,30,Partner,No degree,3,Owner,South East
1430398367,Wave 5,female,34,Partner,Degree,Highest 25%,Not owner,South East
1430398383,Wave 5,female,80,No partner,Degree,Lowest 25%,Owner,South East
1430398375,Wave 5,female,60,Partner,No degree,Lowest 25%,Owner,South East
1430398379,Wave 5,male,61,Partner,No degree,Highest 25%,Owner,South East
1430426259,Wave 5,male,19,No partner,No degree,2,Not owner,London
1430426255,Wave 5,female,26,No partner,No degree,3,Not owner,London
1430426247,Wave 5,male,61,Partner,No degree,3,Owner,London
1430426251,Wave 5,female,55,Partner,No degree,Lowest 25%,Owner,London
1430430327,Wave 5,female,40,Partner,Degree,3,Not owner,North West
1430430331,Wave 5,male,48,Partner,Degree,2,Not owner,North West
1430430335,Wave 5,male,17,No partner,No degree,Lowest 25%,Not owner,North West
1430441207,Wave 5,female,33,No partner,Degree,Highest 25%,Not owner,London
1436439004,Wave 5,male,30,No partner,No degree,3,Not owner,London
1430441219,Wave 5,female,30,No partner,No degree,Highest 25%,Not owner,London
1430441211,Wave 5,female,35,No partner,Degree,3,Not owner,London
1430464327,Wave 5,female,36,No partner,No degree,Lowest 25%,Not owner,West Midlands
