pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
1021073727,Wave 3,female,47,Partner,No degree,Lowest 25%,Owner,South West
1021073731,Wave 3,male,55,Partner,No degree,Highest 25%,Owner,South West
1021074411,Wave 3,female,40,Partner,Degree,Lowest 25%,Not owner,South East
1021074407,Wave 3,male,40,Partner,Degree,3,Not owner,South East
1021079167,Wave 3,male,61,No partner,No degree,Highest 25%,Not owner,South East
1021079851,Wave 3,female,40,Partner,No degree,3,Owner,South East
1021079847,Wave 3,male,42,Partner,No degree,Highest 25%,Owner,South East
1021079855,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,South East
1021080531,Wave 3,male,35,Partner,No degree,2,Owner,South East
1021080527,Wave 3,female,29,Partner,Degree,Lowest 25%,Owner,South East
1021085287,Wave 3,male,63,Partner,No degree,3,Not owner,South East
1021085295,Wave 3,female,18,No partner,Degree,Lowest 25%,Not owner,South East
1021085291,Wave 3,female,53,Partner,No degree,Lowest 25%,Not owner,South East
1021090727,Wave 3,female,56,Partner,No degree,2,Not owner,South East
1021090731,Wave 3,male,48,Partner,No degree,Lowest 25%,Not owner,South East
1021091407,Wave 3,female,35,Partner,Degree,Highest 25%,Owner,South East
1021091411,Wave 3,male,36,Partner,Degree,Highest 25%,Owner,South East
1021094807,Wave 3,female,60,Partner,No degree,Lowest 25%,Owner,South East
1021097527,Wave 3,female,90,No partner,No degree,Lowest 25%,Not owner,South East
1021099571,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,South East
1021099567,Wave 3,male,55,No partner,No degree,Lowest 25%,Owner,South East
1021099575,Wave 3,female,20,No partner,No degree,3,Not owner,South East
1021103659,Wave 3,male,50,No partner,No degree,2,Not owner,South East
1021104331,Wave 3,male,30,No partner,No degree,3,Not owner,South East
1021104327,Wave 3,female,31,No partner,No degree,Highest 25%,Not owner,South East
1021105007,Wave 3,female,58,No partner,No degree,3,Owner,South East
1021105691,Wave 3,male,31,Partner,No degree,3,Not owner,South East
1021105687,Wave 3,female,39,Partner,No degree,Lowest 25%,Not owner,South East
1021106367,Wave 3,female,67,No partner,Degree,2,Owner,South East
1021107047,Wave 3,female,45,No partner,Degree,Highest 25%,Owner,South East
1026099684,Wave 3,female,27,No partner,Degree,Lowest 25%,Owner,South East
1021107731,Wave 3,male,27,No partner,No degree,Lowest 25%,Owner,South East
1021111131,Wave 3,male,42,Partner,Degree,Highest 25%,Owner,South East
1021111127,Wave 3,female,31,Partner,Degree,Highest 25%,Owner,South East
1021112487,Wave 3,male,35,No partner,Degree,Highest 25%,Not owner,South East
1021113167,Wave 3,male,77,No partner,No degree,3,Not owner,South East
1021116571,Wave 3,male,42,Partner,Degree,Highest 25%,Owner,South East
1021116567,Wave 3,female,36,Partner,No degree,Lowest 25%,Owner,South East
1021117247,Wave 3,male,78,Partner,No degree,3,Owner,South East
1021117251,Wave 3,female,72,Partner,No degree,Lowest 25%,Owner,South East
1021117927,Wave 3,male,50,Partner,No degree,3,Owner,South East
1021117931,Wave 3,female,44,Partner,No degree,3,Owner,South East
1021119291,Wave 3,male,42,Partner,No degree,Highest 25%,Not owner,South East
1021119287,Wave 3,male,64,Partner,No degree,Highest 25%,Not owner,South East
1021122687,Wave 3,female,44,Partner,Degree,Lowest 25%,Owner,South East
1021123371,Wave 3,male,37,Partner,No degree,2,Owner,South East
1021123367,Wave 3,female,37,Partner,No degree,Highest 25%,Owner,South East
1021124051,Wave 3,male,51,Partner,Degree,Highest 25%,Owner,South East
1021124055,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,South East
1021124047,Wave 3,female,50,Partner,No degree,3,Owner,South East
1021124059,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,South East
1021124727,Wave 3,female,29,No partner,Degree,Highest 25%,Not owner,South East
1021124731,Wave 3,male,31,No partner,No degree,Highest 25%,Not owner,Yorkshire and the Humber
1021126087,Wave 3,female,52,Partner,No degree,Lowest 25%,Owner,South East
1021126091,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,South East
1021128127,Wave 3,female,40,No partner,Degree,3,Owner,South East
1021128811,Wave 3,male,61,Partner,No degree,3,Owner,South East
1021128807,Wave 3,female,46,Partner,Degree,Highest 25%,Owner,South East
1021130859,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,South East
1021130851,Wave 3,female,51,Partner,No degree,2,Owner,South East
1021130847,Wave 3,male,52,Partner,Degree,Highest 25%,Owner,South East
1021132211,Wave 3,female,40,No partner,Degree,Highest 25%,Not owner,South East
1021132215,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,South East
1021132887,Wave 3,female,64,No partner,No degree,3,Owner,South East
1021134935,Wave 3,female,26,No partner,Degree,Lowest 25%,Not owner,South East
1021135607,Wave 3,female,74,No partner,No degree,3,Owner,South East
1021136971,Wave 3,female,27,No partner,Degree,2,Not owner,South East
1021136967,Wave 3,male,28,No partner,Degree,3,Not owner,South East
1021138331,Wave 3,female,39,Partner,Degree,2,Owner,South East
1021138327,Wave 3,male,47,Partner,No degree,Highest 25%,Owner,South East
1021140367,Wave 3,female,28,Partner,No degree,2,Not owner,South East
1021141051,Wave 3,female,63,Partner,No degree,2,Owner,South East
1021141731,Wave 3,female,75,Partner,No degree,Lowest 25%,Owner,South East
1021141727,Wave 3,male,77,Partner,No degree,3,Owner,South East
1021143091,Wave 3,male,52,Partner,Degree,3,Owner,South East
1021147847,Wave 3,female,51,Partner,No degree,2,Owner,South East
1021147851,Wave 3,male,55,Partner,No degree,Highest 25%,Owner,South East
1021147859,Wave 3,female,24,No partner,No degree,3,Not owner,South East
1021147863,Wave 3,female,24,No partner,Degree,Highest 25%,Owner,South East
1021147855,Wave 3,male,29,No partner,No degree,Highest 25%,Owner,South East
1021148527,Wave 3,female,57,Partner,Degree,3,Owner,South East
1021148531,Wave 3,male,60,Partner,Degree,Highest 25%,Owner,South East
1025916762,Wave 3,male,62,No partner,Degree,Highest 25%,Owner,South East
1021148535,Wave 3,female,24,No partner,Degree,Highest 25%,Not owner,South East
1021151247,Wave 3,female,70,Partner,Degree,Lowest 25%,Owner,South East
1021151251,Wave 3,male,76,Partner,No degree,2,Owner,South East
1021152611,Wave 3,male,72,Partner,No degree,2,Owner,South East
1021152607,Wave 3,female,67,Partner,Degree,Lowest 25%,Owner,South East
1021153967,Wave 3,male,62,Partner,No degree,Highest 25%,Owner,South East
1021153971,Wave 3,female,60,Partner,Degree,2,Owner,South East
1021157367,Wave 3,female,38,No partner,No degree,Highest 25%,Owner,South East
1021160087,Wave 3,female,63,Partner,Degree,3,Owner,South East
1021160091,Wave 3,male,64,Partner,Degree,3,Owner,South East
1021160767,Wave 3,female,63,No partner,Degree,2,Owner,South East
1021163487,Wave 3,female,57,Partner,No degree,Lowest 25%,Owner,Wales
1021163491,Wave 3,male,57,Partner,No degree,Highest 25%,Owner,Wales
1021163495,Wave 3,male,32,No partner,No degree,Lowest 25%,Not owner,Wales
1021164847,Wave 3,male,26,No partner,Degree,Highest 25%,Owner,Wales
1021164851,Wave 3,female,27,No partner,Degree,2,Owner,Wales
1021165527,Wave 3,female,65,No partner,Degree,2,Owner,Wales
1021166207,Wave 3,female,35,Partner,No degree,2,Owner,Wales
1021166887,Wave 3,male,81,No partner,No degree,Lowest 25%,Owner,Wales
1021168931,Wave 3,female,70,Partner,No degree,Lowest 25%,Owner,Wales
1021168927,Wave 3,male,77,Partner,No degree,2,Owner,Wales
1021169611,Wave 3,male,83,Partner,Degree,3,Owner,Wales
1021169607,Wave 3,female,81,Partner,No degree,Lowest 25%,Owner,Wales
1021172335,Wave 3,female,17,No partner,No degree,2,Not owner,Wales
1021172327,Wave 3,female,45,No partner,No degree,Highest 25%,Not owner,Wales
1021172331,Wave 3,female,20,No partner,No degree,Lowest 25%,Not owner,South West
1021173011,Wave 3,male,49,Partner,No degree,Lowest 25%,Owner,Wales
1021173007,Wave 3,female,49,Partner,Degree,Highest 25%,Owner,Wales
1021174367,Wave 3,female,77,Partner,No degree,2,Owner,Wales
1021174371,Wave 3,male,80,Partner,No degree,Lowest 25%,Owner,Wales
1021175727,Wave 3,male,32,Partner,Degree,2,Owner,Wales
1021175731,Wave 3,female,26,Partner,No degree,Lowest 25%,Owner,Wales
1021176411,Wave 3,male,70,Partner,No degree,Lowest 25%,Owner,Wales
1021176407,Wave 3,female,67,Partner,No degree,Lowest 25%,Owner,Wales
1021179127,Wave 3,male,53,No partner,Degree,Highest 25%,Owner,Wales
1021179807,Wave 3,male,72,Partner,No degree,Lowest 25%,Owner,Wales
1021179811,Wave 3,female,67,Partner,No degree,2,Owner,Wales
1021184567,Wave 3,female,37,No partner,No degree,3,Not owner,Wales
1021188647,Wave 3,female,60,Partner,Degree,2,Owner,Wales
1021188651,Wave 3,male,81,Partner,No degree,Lowest 25%,Owner,Wales
1021191367,Wave 3,female,87,No partner,Degree,3,Not owner,Wales
1021196127,Wave 3,male,68,Partner,No degree,3,Owner,Wales
1021196131,Wave 3,female,65,Partner,Degree,2,Owner,Wales
1021196807,Wave 3,male,78,No partner,No degree,3,Owner,Wales
1021196811,Wave 3,male,69,No partner,No degree,Lowest 25%,Owner,Wales
1021198171,Wave 3,male,52,Partner,No degree,2,Owner,Wales
1021198167,Wave 3,female,69,Partner,No degree,Lowest 25%,Owner,Wales
1021200207,Wave 3,male,68,Partner,No degree,3,Owner,Wales
1021200211,Wave 3,female,67,Partner,Degree,2,Owner,Wales
1021201571,Wave 3,female,47,Partner,Degree,3,Owner,Wales
1021201575,Wave 3,female,18,No partner,No degree,2,Not owner,Wales
1021202247,Wave 3,female,49,No partner,No degree,Lowest 25%,Owner,Wales
1021203607,Wave 3,male,47,No partner,Degree,3,Owner,Wales
1021204287,Wave 3,male,68,No partner,No degree,2,Owner,Wales
1021204291,Wave 3,female,65,No partner,No degree,3,Owner,Wales
1021204967,Wave 3,female,65,Partner,No degree,3,Owner,Wales
1021205651,Wave 3,male,32,Partner,Degree,Highest 25%,Owner,Wales
1021205647,Wave 3,female,32,Partner,Degree,3,Owner,Wales
1021209731,Wave 3,male,55,Partner,No degree,Lowest 25%,Not owner,Wales
1021209727,Wave 3,female,60,Partner,No degree,3,Not owner,Wales
1021210407,Wave 3,female,53,No partner,No degree,3,Owner,Wales
1021211087,Wave 3,female,30,Partner,No degree,3,Not owner,Wales
1021211091,Wave 3,male,36,Partner,Degree,Lowest 25%,Not owner,Wales
1021211767,Wave 3,female,54,No partner,No degree,3,Owner,Wales
1021211787,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Wales
1021211783,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Wales
1026684524,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Wales
1021211771,Wave 3,male,32,No partner,No degree,2,Not owner,Wales
1021211775,Wave 3,female,41,No partner,No degree,3,Not owner,Wales
1021213807,Wave 3,male,80,No partner,No degree,3,Owner,Wales
1021214491,Wave 3,female,44,No partner,Degree,3,Not owner,Wales
1021214487,Wave 3,female,20,No partner,No degree,Lowest 25%,Not owner,Wales
1021216527,Wave 3,female,51,No partner,Degree,Lowest 25%,Owner,Wales
1021217887,Wave 3,female,47,No partner,No degree,3,Owner,Wales
1021219247,Wave 3,male,50,No partner,Degree,3,Owner,Wales
1021219927,Wave 3,female,44,Partner,No degree,2,Owner,Wales
1021219931,Wave 3,male,44,Partner,No degree,Highest 25%,Owner,Wales
1021219935,Wave 3,male,22,No partner,No degree,2,Not owner,Wales
1021219939,Wave 3,female,19,No partner,No degree,2,Not owner,Wales
1021220607,Wave 3,male,38,No partner,No degree,Lowest 25%,Owner,Wales
1021220611,Wave 3,female,30,No partner,No degree,3,Owner,Wales
1021223331,Wave 3,female,34,Partner,No degree,Lowest 25%,Owner,Wales
1021223327,Wave 3,male,38,Partner,Degree,Highest 25%,Owner,Wales
1021225367,Wave 3,male,31,No partner,No degree,2,Not owner,Wales
1021226047,Wave 3,female,61,No partner,Degree,Highest 25%,Owner,Wales
1021227407,Wave 3,male,44,No partner,Degree,2,Not owner,Wales
1021228087,Wave 3,female,67,No partner,No degree,2,Owner,Wales
1021234887,Wave 3,male,60,No partner,Degree,Highest 25%,Owner,Wales
1021242367,Wave 3,male,56,Partner,No degree,Highest 25%,Owner,Scotland
1021242371,Wave 3,female,52,Partner,No degree,2,Owner,Scotland
1021243727,Wave 3,female,33,Partner,No degree,3,Owner,Scotland
1021243731,Wave 3,male,40,Partner,Degree,Highest 25%,Owner,Scotland
1021245087,Wave 3,female,43,No partner,No degree,Lowest 25%,Not owner,Scotland
1021245091,Wave 3,male,44,No partner,No degree,Highest 25%,Not owner,Scotland
1021246451,Wave 3,male,70,No partner,No degree,2,Owner,Scotland
1021246447,Wave 3,female,73,No partner,No degree,Lowest 25%,Owner,Scotland
1021247131,Wave 3,female,34,Partner,Degree,3,Owner,Scotland
1021247127,Wave 3,male,41,Partner,No degree,Highest 25%,Owner,Scotland
1021247807,Wave 3,male,36,No partner,Degree,3,Not owner,Scotland
1026419282,Wave 3,female,21,No partner,No degree,Lowest 25%,Not owner,Scotland
1021250527,Wave 3,female,28,No partner,No degree,2,Not owner,Scotland
1026426122,Wave 3,male,24,No partner,No degree,2,Not owner,Scotland
1021253931,Wave 3,male,37,No partner,No degree,3,Owner,Scotland
1021253927,Wave 3,female,49,No partner,Degree,Highest 25%,Owner,Scotland
1021253939,Wave 3,male,19,No partner,No degree,3,Not owner,Scotland
1026447162,Wave 3,male,28,No partner,No degree,Lowest 25%,Owner,Scotland
1021253935,Wave 3,female,28,No partner,No degree,Highest 25%,Owner,Scotland
1021257331,Wave 3,female,28,No partner,Degree,2,Not owner,Scotland
1021257327,Wave 3,male,29,No partner,No degree,Lowest 25%,Not owner,Scotland
1021259367,Wave 3,male,38,No partner,Degree,Highest 25%,Owner,Scotland
1021259371,Wave 3,female,47,No partner,Degree,2,Owner,Scotland
1021262767,Wave 3,male,73,Partner,Degree,3,Owner,Scotland
1021262771,Wave 3,female,70,Partner,Degree,2,Owner,Scotland
1021264139,Wave 3,male,19,No partner,Degree,2,Not owner,Scotland
1021264131,Wave 3,female,47,Partner,Degree,2,Owner,Scotland
1021264135,Wave 3,female,22,No partner,No degree,Lowest 25%,Not owner,Scotland
1021264127,Wave 3,male,55,Partner,No degree,Lowest 25%,Owner,Scotland
1021264143,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,Scotland
1021264807,Wave 3,female,80,No partner,No degree,Lowest 25%,Owner,Scotland
1021269567,Wave 3,male,67,Partner,No degree,Highest 25%,Owner,Scotland
1021269571,Wave 3,female,60,Partner,No degree,3,Owner,Scotland
1021270247,Wave 3,male,56,No partner,Degree,Highest 25%,Owner,Scotland
1021270251,Wave 3,female,25,No partner,Degree,3,Owner,Scotland
1026990604,Wave 3,male,37,No partner,No degree,Highest 25%,Owner,Scotland
1021271607,Wave 3,female,32,No partner,Degree,Lowest 25%,Owner,Scotland
1021272291,Wave 3,male,53,Partner,No degree,3,Owner,Scotland
1021272299,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Scotland
1021272295,Wave 3,male,20,No partner,No degree,2,Not owner,Scotland
1021272287,Wave 3,female,49,Partner,Degree,Highest 25%,Owner,Scotland
1026997444,Wave 3,male,23,No partner,Degree,Lowest 25%,Not owner,Scotland
1021275011,Wave 3,male,63,Partner,No degree,2,Not owner,Scotland
1021275007,Wave 3,female,63,Partner,No degree,Lowest 25%,Not owner,Scotland
1021278407,Wave 3,female,55,Partner,Degree,Highest 25%,Owner,Scotland
1021278411,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,Scotland
1021281127,Wave 3,male,81,No partner,No degree,2,Owner,Scotland
1021285891,Wave 3,male,28,No partner,No degree,Highest 25%,Not owner,Scotland
1021285887,Wave 3,female,28,No partner,Degree,3,Not owner,Scotland
1021287247,Wave 3,male,37,Partner,Degree,Highest 25%,Owner,Scotland
1021287927,Wave 3,male,65,No partner,No degree,3,Owner,Scotland
1021289967,Wave 3,female,59,No partner,No degree,Lowest 25%,Not owner,Scotland
1021289971,Wave 3,male,67,No partner,No degree,2,Not owner,Scotland
1021290647,Wave 3,female,37,Partner,No degree,Highest 25%,Not owner,Scotland
1021290651,Wave 3,male,41,Partner,No degree,Lowest 25%,Not owner,Scotland
1021291327,Wave 3,female,60,Partner,No degree,Lowest 25%,Not owner,Scotland
1021292007,Wave 3,female,68,Partner,No degree,2,Owner,Scotland
1021292011,Wave 3,male,69,Partner,Degree,3,Owner,Scotland
1021295407,Wave 3,female,34,No partner,No degree,2,Owner,Scotland
1021296767,Wave 3,female,36,Partner,No degree,Lowest 25%,Not owner,Scotland
1021296771,Wave 3,male,33,Partner,No degree,Lowest 25%,Not owner,Scotland
1021298127,Wave 3,male,47,No partner,No degree,2,Owner,Scotland
1021299487,Wave 3,female,62,Partner,No degree,Lowest 25%,Not owner,Scotland
1021299491,Wave 3,male,65,Partner,No degree,3,Not owner,Scotland
1021301531,Wave 3,male,49,Partner,No degree,Highest 25%,Owner,Scotland
1021301527,Wave 3,female,41,Partner,No degree,3,Owner,Scotland
1021302207,Wave 3,female,60,No partner,Degree,Highest 25%,Owner,Scotland
1021302887,Wave 3,male,36,Partner,Degree,Lowest 25%,Owner,Scotland
1021302891,Wave 3,female,36,Partner,Degree,3,Owner,Scotland
1021303567,Wave 3,female,58,Partner,Degree,Lowest 25%,Owner,Scotland
1021304927,Wave 3,female,27,No partner,Degree,Highest 25%,Owner,Scotland
1021309015,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,Scotland
1021309011,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,Scotland
1021309007,Wave 3,female,54,Partner,Degree,3,Owner,Scotland
1021309019,Wave 3,female,26,No partner,Degree,3,Owner,Scotland
1021309695,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Scotland
1021309687,Wave 3,female,40,Partner,No degree,2,Owner,Scotland
1021315807,Wave 3,male,38,No partner,No degree,Highest 25%,Not owner,Scotland
1021317847,Wave 3,female,31,No partner,No degree,Highest 25%,Not owner,Scotland
1021322607,Wave 3,male,55,Partner,No degree,Highest 25%,Owner,Scotland
1021322611,Wave 3,female,52,Partner,No degree,3,Owner,Scotland
1026806922,Wave 3,female,23,No partner,Degree,3,Not owner,Scotland
1021324651,Wave 3,male,25,No partner,Degree,Highest 25%,Not owner,Scotland
1021324647,Wave 3,male,54,No partner,Degree,Highest 25%,Owner,Scotland
1021325327,Wave 3,male,44,No partner,Degree,Highest 25%,Owner,Scotland
1021326015,Wave 3,female,20,No partner,No degree,Lowest 25%,Not owner,Scotland
1021326007,Wave 3,female,52,No partner,Degree,3,Owner,Scotland
1021327367,Wave 3,female,42,Partner,Degree,Lowest 25%,Owner,Scotland
1021327371,Wave 3,male,43,Partner,No degree,Highest 25%,Owner,Scotland
1021328047,Wave 3,male,29,Partner,Degree,Highest 25%,Owner,Scotland
1021328051,Wave 3,female,27,Partner,Degree,Lowest 25%,Owner,Scotland
1021329407,Wave 3,female,69,No partner,No degree,2,Not owner,Scotland
1021330087,Wave 3,female,55,Partner,No degree,Lowest 25%,Owner,Scotland
1021330091,Wave 3,male,56,Partner,No degree,Highest 25%,Owner,Scotland
1026855162,Wave 3,female,31,No partner,No degree,2,Owner,Scotland
1021330095,Wave 3,male,28,No partner,Degree,Highest 25%,Owner,Scotland
1021331447,Wave 3,female,39,Partner,No degree,3,Owner,Scotland
1021333487,Wave 3,male,74,No partner,No degree,2,Not owner,Scotland
1021334167,Wave 3,male,67,Partner,Degree,Highest 25%,Owner,Scotland
1021334171,Wave 3,female,65,Partner,Degree,3,Owner,Scotland
1021338927,Wave 3,male,58,Partner,Degree,Highest 25%,Owner,Scotland
1021341647,Wave 3,female,41,No partner,Degree,Highest 25%,Owner,Scotland
1021344371,Wave 3,male,34,Partner,No degree,Highest 25%,Owner,Scotland
1021344367,Wave 3,female,30,Partner,Degree,2,Owner,Scotland
1021346407,Wave 3,female,70,Partner,No degree,Lowest 25%,Owner,Scotland
1021346411,Wave 3,male,75,Partner,Degree,Highest 25%,Owner,Scotland
1021349807,Wave 3,female,73,Partner,No degree,2,Owner,Scotland
1021351167,Wave 3,female,55,Partner,Degree,Highest 25%,Owner,Scotland
1021351171,Wave 3,male,55,Partner,Degree,2,Owner,Scotland
1021351175,Wave 3,male,21,No partner,No degree,2,Not owner,Scotland
1021351847,Wave 3,male,57,No partner,Degree,2,Owner,Scotland
1021353887,Wave 3,female,57,Partner,Degree,3,Owner,Scotland
1027466524,Wave 3,male,46,No partner,No degree,Lowest 25%,Not owner,Scotland
1021355927,Wave 3,female,44,No partner,No degree,3,Not owner,Scotland
1021355935,Wave 3,female,23,No partner,Degree,Lowest 25%,Not owner,Scotland
1026990482,Wave 3,male,24,No partner,Degree,2,Not owner,Scotland
1021356607,Wave 3,male,23,No partner,Degree,3,Not owner,Scotland
1021356611,Wave 3,male,23,No partner,Degree,2,Not owner,Scotland
1026991162,Wave 3,female,24,No partner,Degree,2,Not owner,Scotland
1021358647,Wave 3,female,90,No partner,No degree,2,Owner,Scotland
1021361367,Wave 3,female,32,No partner,Degree,Lowest 25%,Not owner,West Midlands
1021413047,Wave 3,male,42,Partner,Degree,Highest 25%,Owner,West Midlands
1021413051,Wave 3,female,38,Partner,Degree,Lowest 25%,Owner,West Midlands
1021424607,Wave 3,male,40,No partner,Degree,2,Not owner,West Midlands
1021429371,Wave 3,male,42,Partner,Degree,Highest 25%,Not owner,West Midlands
1021429367,Wave 3,female,36,Partner,Degree,Highest 25%,Not owner,West Midlands
1021431411,Wave 3,female,42,Partner,Degree,Lowest 25%,Owner,West Midlands
1021431407,Wave 3,male,61,Partner,Degree,2,Owner,West Midlands
1021462691,Wave 3,female,25,Partner,Degree,Lowest 25%,Not owner,West Midlands
1021462687,Wave 3,male,38,Partner,No degree,3,Not owner,West Midlands
1021463367,Wave 3,female,27,No partner,Degree,2,Not owner,West Midlands
1027541284,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,West Midlands
1021464051,Wave 3,female,33,Partner,No degree,Lowest 25%,Owner,West Midlands
1021464047,Wave 3,male,32,Partner,No degree,2,Owner,West Midlands
1021465419,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,West Midlands
1021465415,Wave 3,male,21,Partner,No degree,Lowest 25%,Not owner,West Midlands
1021465407,Wave 3,female,45,Partner,No degree,2,Not owner,West Midlands
1021468811,Wave 3,female,55,No partner,No degree,2,Not owner,West Midlands
1021468807,Wave 3,female,31,No partner,No degree,Lowest 25%,Not owner,West Midlands
1021469487,Wave 3,female,32,Partner,No degree,3,Owner,West Midlands
1021471527,Wave 3,female,32,Partner,Degree,Highest 25%,Owner,West Midlands
1021471531,Wave 3,male,37,Partner,No degree,Highest 25%,Owner,West Midlands
1027106122,Wave 3,female,23,No partner,No degree,Lowest 25%,Missing,West Midlands
1027602484,Wave 3,female,39,No partner,No degree,Lowest 25%,Not owner,West Midlands
1021484447,Wave 3,male,51,No partner,No degree,Lowest 25%,Not owner,West Midlands
1021485127,Wave 3,male,45,No partner,No degree,Lowest 25%,Not owner,West Midlands
1021501451,Wave 3,female,31,Partner,No degree,Lowest 25%,Owner,South West
1021501447,Wave 3,male,34,Partner,Degree,Highest 25%,Owner,South West
1021548371,Wave 3,female,47,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021548367,Wave 3,female,23,No partner,Degree,2,Not owner,Yorkshire and the Humber
1021548379,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1027160602,Wave 3,male,21,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021548375,Wave 3,female,82,No partner,No degree,2,Not owner,Yorkshire and the Humber
1021549731,Wave 3,male,30,Partner,Degree,3,Owner,Yorkshire and the Humber
1021549727,Wave 3,female,23,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1021552451,Wave 3,male,26,Partner,No degree,2,Owner,Yorkshire and the Humber
1021552447,Wave 3,female,24,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1021553131,Wave 3,male,26,No partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
1027187682,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021554487,Wave 3,female,43,Partner,No degree,2,Not owner,Yorkshire and the Humber
1021554491,Wave 3,male,79,No partner,No degree,2,Owner,Yorkshire and the Humber
1021554495,Wave 3,male,50,Partner,No degree,2,Owner,Yorkshire and the Humber
1021557207,Wave 3,male,60,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021557891,Wave 3,male,37,Partner,No degree,3,Owner,Yorkshire and the Humber
1021557895,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021557887,Wave 3,female,36,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1021560615,Wave 3,female,58,Partner,No degree,2,Owner,Yorkshire and the Humber
1021560631,Wave 3,female,25,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021560611,Wave 3,male,59,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1027221922,Wave 3,male,28,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
1027221962,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021560623,Wave 3,male,36,Partner,No degree,2,Not owner,Yorkshire and the Humber
1021560627,Wave 3,female,29,Partner,No degree,2,Owner,Yorkshire and the Humber
1021560607,Wave 3,female,22,Partner,No degree,2,Owner,Yorkshire and the Humber
1021560643,Wave 3,male,33,Partner,No degree,2,Owner,Yorkshire and the Humber
1021560619,Wave 3,female,27,Partner,No degree,3,Owner,Yorkshire and the Humber
1027223042,Wave 3,male,33,Partner,No degree,3,Owner,Yorkshire and the Humber
1021562647,Wave 3,female,30,Partner,Degree,Lowest 25%,Owner,Yorkshire and the Humber
1021562651,Wave 3,male,31,Partner,Degree,3,Owner,Yorkshire and the Humber
1021563331,Wave 3,female,25,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
1021606851,Wave 3,female,52,Partner,No degree,2,Owner,London
1021606855,Wave 3,male,49,Partner,No degree,Lowest 25%,Owner,London
1021606847,Wave 3,male,26,No partner,No degree,Highest 25%,Not owner,London
1021606867,Wave 3,female,32,No partner,Degree,3,Not owner,London
1021616375,Wave 3,male,21,No partner,No degree,Lowest 25%,Not owner,London
1021616371,Wave 3,female,51,Partner,Degree,2,Owner,London
1021616367,Wave 3,male,53,Partner,Degree,Highest 25%,Owner,London
1021617047,Wave 3,female,52,Partner,No degree,3,Owner,London
1021617055,Wave 3,male,21,No partner,Degree,3,Not owner,London
1021626567,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,London
1021626571,Wave 3,female,45,Partner,Degree,Highest 25%,Owner,London
1021630659,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,London
1021651051,Wave 3,male,60,Partner,No degree,Lowest 25%,Owner,West Midlands
1021651047,Wave 3,female,54,Partner,No degree,3,Owner,West Midlands
1021652407,Wave 3,male,43,Partner,No degree,Lowest 25%,Not owner,West Midlands
1021652411,Wave 3,female,31,Partner,No degree,2,Not owner,West Midlands
1021659887,Wave 3,female,32,Partner,No degree,2,Owner,West Midlands
1021666687,Wave 3,female,27,No partner,Degree,Highest 25%,Not owner,London
1021668071,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,London
1021668059,Wave 3,male,28,No partner,Degree,Lowest 25%,Not owner,London
1021668047,Wave 3,female,23,No partner,No degree,Lowest 25%,Not owner,London
1021668055,Wave 3,female,44,Partner,No degree,2,Not owner,London
1021668063,Wave 3,male,27,Partner,No degree,3,Not owner,London
